track_id,artists,track_name,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,track_genre
4BDkjIvf7i6NDIa13ULvbI,Camille Saint-Saëns;Leander High School Wind Ensemble;Robert Selaiden,"Symphony No. 3 in C Minor, Op. 78 ""Organ"": II. Allegro moderato - Presto - Maestoso - Allegro (Excerpts Arr. E. Vandoren for Wind Ensemble) [Live]",0.345,0.147,0.0407,0.907,0.799,0.671,0.13,classical
3ARjJ9tbdhlmgiG1vyiGNX,Bombay Jayashri,Manohara,0.682,0.392,0.0498,0.452,9.85e-05,0.276,0.62,classical
50Z1dnx4GXuswssseb3cRx,Mambalam Sisters,Slokam,0.606,0.305,0.0426,0.903,0.0,0.157,0.503,classical
2DMiSkHwT061yJo4nWdkvt,Antonio Vivaldi;Cet étrange éclat,"Sonate pour violoncelle, RV 47: I. Preludio",0.144,0.0231,0.0414,0.604,0.401,0.118,0.108,classical
5zrxKUk0KCbic2yoilTPs8,Johann Sebastian Bach;Boston Pops Orchestra;Arthur Fiedler,"Herz und Mund und Tat und Leben, Cantata BWV 147 - Arr. Robert Bockholt: Jesu Joy of Men's Desiring",0.138,0.173,0.0371,0.955,0.928,0.161,0.159,classical
5YKCM3jbJ8lqUXUwfU7KwZ,Wolfgang Amadeus Mozart;Ingrid Haebler,"Andante in C Major, K. 1a",0.467,0.0301,0.0428,0.995,0.9,0.124,0.0,classical
3yBCQ8gFqTyDwwgMDY93fw,Luke Howard;Brett Kelly,Hymn,0.14,0.125,0.041,0.86,0.875,0.112,0.0362,classical
2aPipAYmH0qKr017W6QSYP,Antonio Vivaldi;Cabin John Middle School Advanced Orchestra;Scott Herman,"Concerto for 2 Cellos in G Minor, RV 531: I. Allegro (Live)",0.401,0.448,0.552,0.918,0.759,0.682,0.695,classical
0oVB9LuiNmXn4hA8ShZU9B,Jóhann Jóhannsson,"First Encounter - From ""Arrival"" Soundtrack",0.186,0.00432,0.0366,0.926,0.963,0.0952,0.0286,classical
6j7QJN8zuRMYMnB4MpduXL,M. S. Subbulakshmi,Aggini Endrariyayo,0.552,0.13,0.103,0.996,0.699,0.127,0.356,classical
6wCuzEmbutYE66FzFTmIsd,Johann Sebastian Bach;phil Blech Wien;Anton Mittermayr,"Weihnachtsoratorium, BWV 248: Nr. 9 Choral ""Ach mein herzliebes Jesulein!""",0.548,0.216,0.0354,0.995,0.954,0.0845,0.204,classical
3Sp0aNnZVecWYdQgMyFP53,Frédéric Chopin;Vitaly Margulis,"Waltzes, Op. 64: No. 1, Molto vivace in D-Flat Major ""Minute Waltz""",0.389,0.126,0.0386,0.991,0.883,0.21,0.467,classical
5FIXrwh3zWWJxrEEFbGSAv,Ramakrishnan Murthy,Nee Vupuri Nee Sothama,0.497,0.34,0.0269,0.67,7.62e-05,0.101,0.172,classical
1cRfzLJapgtwJ61xszs37b,Franz Liszt;YUNDI,"Liebeslied (Widmung), S. 566",0.163,0.0368,0.0472,0.991,0.899,0.107,0.0387,classical
1dAPazw4JMxZXTZoWGPg0T,Wolfgang Amadeus Mozart;Staatskapelle Dresden;Karl Böhm,"La clemenza di Tito, K.621 / Act 1: Marcia (II)",0.644,0.232,0.0374,0.962,0.923,0.102,0.442,classical
2B1MmCSzH8MRj6kIImsgbq,Giuseppe Verdi;Vincenzo Ciliberti,Attila - Mentre gonfiarsi l'anima,0.232,0.246,0.0366,0.976,0.902,0.13,0.183,classical
3GitsRPchZRDyXlE4Aiyml,Antônio Carlos Jobim;Herbie Mann;João Gilberto,Bolinha de papel,0.797,0.415,0.0514,0.881,0.0,0.0873,0.965,classical
4MxINUCf7UUk828RW3EbES,Joseph Haydn;Sigiswald Kuijken;Helmut Wildhaber;Krisztina Laki;Peter Lika;La Petite Bande;The Choir Of The Flanders Opera,"Die Jahreszeiten Hob. XXI:3, Pt. 3, Autumn: No. 19, Was durch seine Blüte der Lenz",0.377,0.017,0.0453,0.95,0.0,0.181,0.211,classical
5nxE00HIKaYhGykHypliPR,Johann Sebastian Bach;Orion Weiss,"Overture in the French Style, Op. 2, BWV 831 (Excerpts): I. Ouverture",0.222,0.169,0.0492,0.993,0.925,0.0965,0.428,classical
6jKpXbQ5PxenIvYXp1l7vI,George Frideric Handel;Boston Pops Orchestra;Arthur Fiedler,Messiah Hwv 56: Hallelujah (Part 2),0.458,0.314,0.0263,0.913,0.968,0.15,0.382,classical
4ve3FEyrdB3oNyT4Zwl7c7,Wolfgang Amadeus Mozart;Danielle Laval,"6 Variations in F, K.54: 2. Variation I",0.234,0.112,0.0449,0.994,0.903,0.14,0.769,classical
59erdEx3KoYciNXHqmFzPt,Arvo Pärt;Paavo Järvi;Estonian National Symphony Orchestra,Cantus in Memoriam of Benjamin Britten,0.155,0.138,0.0406,0.584,0.829,0.3,0.0349,classical
4wtMszKH5m9wA1c9DriTnu,M. S. Subbulakshmi;Radha Viswanathan,Hanuman Chalisa,0.553,0.413,0.0425,0.949,0.0,0.846,0.597,classical
6WLKOow1UhGqvlJgRJQQE0,Wolfgang Amadeus Mozart;Danielle Laval,"12 Variations on ‘Je suis Lindor’ from ‘Le Barbier de Séville’ by A.L. Baudron in E, K.354: 2. Variation I",0.116,0.206,0.0486,0.996,0.91,0.115,0.893,classical
5Cu9Brgk3Q9SHUfzPhT0uJ,Wolfgang Amadeus Mozart;Danielle Laval,"8 Variations on ‘Come un agnello’ by Sarti in A, K.460: 7. Variation VI",0.342,0.0907,0.0415,0.994,0.935,0.43,0.962,classical
5MCblxNlk6UcZ0m5qFdxVm,Franz Schubert;Kanako Yanagida;Kentaro Ifuku,"Violin Sonata in D Major, Op. 137 No. 1, D. 384: III. Allegro vivace",0.511,0.256,0.0535,0.978,0.0144,0.0588,0.804,classical
4oE62AqzUuiwV09HGxiMlu,Edvard Grieg;Una Bourne,"Lyric Pieces I, Op. 12 (Excerpts): No. 6, Norsk",0.345,0.236,0.0401,0.989,0.952,0.228,0.38,classical
7BkC2ioCrseNYouUq8pCnJ,Wolfgang Amadeus Mozart;Staatskapelle Dresden;Karl Böhm,"La clemenza di Tito, K.621 / Act 1: Marcia (I)",0.638,0.22,0.0374,0.964,0.938,0.104,0.452,classical
6NlxqfRxpTiWHXTELCMuTq,Wolfgang Amadeus Mozart;Danielle Laval,"10 Variations in G, K.455 on ""Unser dummer Pöbel meint"" by C.W. Gluck: 3. Variation II",0.367,0.152,0.0325,0.989,0.883,0.124,0.656,classical
74to3FzIMkXJmraoS0K3SN,Sirkazhi Govindarajan,Ganapathiye Varuvaai Revival,0.465,0.71,0.0821,0.271,0.0509,0.0874,0.749,classical
24MTNjIigzPJFJ3AAsYBNt,M. S. Subbulakshmi;Radha Viswanathan,Nama Ramayana - Ragamalika - Mssubbulakshmi,0.652,0.478,0.0553,0.962,2.42e-05,0.703,0.83,classical
6YsA5bYkXsQn3a1cQhVIZ4,Wolfgang Amadeus Mozart;Danielle Laval,"9 Variations on ‘Lison dormait’ from ‘Julie’ by N. Dezède in C, K.264: 2. Variation I",0.272,0.142,0.0337,0.982,0.975,0.188,0.561,classical
5hzhOmllQuqZjiZs3YzdYl,Wolfgang Amadeus Mozart;Danielle Laval,"8 Variations on ‘Come un agnello’ by Sarti in A, K.460: 5. Variation IV",0.46,0.0195,0.045,0.995,0.895,0.0991,0.772,classical
0hzWbtiRS535mA1URdFBNg,Wolfgang Amadeus Mozart;Heinz Holliger;Hermann Baumann;Michel Gasciarrino;Henk Guldemond;Orlando Quartet,"Divertimento No. 11 in D, K.251 ""Nannerl-Septett"": 4a. Menuetto (Tema con variazioni): Tema",0.625,0.173,0.0583,0.955,0.701,0.212,0.879,classical
7IK7i9GedzLOUFdFpEgLja,Giuseppe Verdi;Vincenzo Ciliberti,Attila - Te sol quest'anima,0.198,0.503,0.0336,0.971,0.783,0.127,0.147,classical
5jqv9Mzo3UC7YpxWkccEKf,Franz Liszt;Nelson Freire,"Années de pèlerinage: 1e année: Suisse, S.160: 2. Au lac de Wallenstadt",0.29,0.0191,0.035,0.985,0.909,0.0994,0.0622,classical
5HLMKSAMyuhSkZwTHWC73A,Johann Sebastian Bach;Christoph Eschenbach,"15 Inventions, BWV 772-786: XIII. Invention in A Minor, BWV 784",0.392,0.135,0.0534,0.994,0.871,0.0867,0.537,classical
5qXK6Tfrw2dVzb5uM992wP,Wolfgang Amadeus Mozart;Danielle Laval,"12 Variations in C Major on ""Ah, vous dirai-je Maman"", K. 265: 6. Variation V",0.309,0.00917,0.0444,0.992,0.941,0.0933,0.679,classical
30Hm5tUVPVoJzGIEBchOT3,Wolfgang Amadeus Mozart;Danielle Laval,"8 Variations on ‘Come un agnello’ by Sarti in A, K.460: 1.Theme",0.588,0.0235,0.0855,0.994,0.963,0.104,0.502,classical
7o6ygTCgwsQudfYXTy3VLA,Arcangelo Corelli;Thomas Brandis;Emil Maas;Ottomar Borwitzky;Waldemar Döling;Wolfgang Meyer;Berliner Philharmoniker;Herbert von Karajan,"Concerto grosso In G Minor, Op. 6, No. 8, MC 6.8 ""Fatto per la Notte di Natale"": 5. Pastorale (Largo)",0.147,0.117,0.0412,0.868,0.732,0.346,0.0713,classical
0IeGK0PpEs4ohGpqlCsJui,Sergei Prokofiev;Chicago Symphony Orchestra;Claudio Abbado,"Lieutenant Kijé, Symphonic Suite, Op. 60: IV. Troïka",0.375,0.145,0.0361,0.963,0.889,0.128,0.329,classical
7JGgKHHDgJCJkQCQxyHHdl,Bombay Jayashri;DJ Aftab,Zara Zara - Lofi,0.608,0.638,0.0292,0.581,0.0172,0.448,0.439,classical
0nRomK6bgDwuunxQV9Ares,Wolfgang Amadeus Mozart;Ingrid Haebler,"Piano Sonata No. 1 in C Major, K. 279: III. Allegro",0.475,0.13,0.0532,0.995,0.898,0.0963,0.781,classical
5KFciwNKHnDarDLuha6qea,Wolfgang Amadeus Mozart;Ingrid Haebler;London Symphony Orchestra;Alceo Galliera,"Piano Concerto No. 8 in C Major, K. 246 ""Lützow"": II. Andante",0.282,0.0511,0.0388,0.988,0.878,0.0919,0.0983,classical
7oDCqI6qYIc2ebiduj7RkM,Hariprasad Chaurasia,Jogiya,0.515,0.0781,0.0437,0.986,0.844,0.164,0.273,classical
4Q7Q9bmbY5Lo7YamHngO4O,Bombay Jayashri,Zara Zara,0.643,0.268,0.09,0.593,2.06e-06,0.316,0.62,classical
7qIiirN1hw76BVUA9OfMbx,Frédéric Chopin;Alice Sara Ott,"24 Preludes, Op. 28: No. 1 in C Major. Agitato",0.246,0.144,0.0456,0.994,0.902,0.0908,0.0558,classical
2VkBQoC1hWOECFN9goNHk6,Robert Schumann;Pavel Nersessian,"Carnaval, Op. 9: No. 18, Aveu (Live in Japan, 2022)",0.545,0.0258,0.0348,0.989,0.901,0.143,0.321,classical
7ukgPiKTMVFYaXlAjvTCA5,M. S. Subbulakshmi,Vishnu Sahasranamam - Dhyanam,0.683,0.264,0.336,0.899,0.0,0.141,0.549,classical
03i1QjoLwu6Ckif1H1624A,Wolfgang Amadeus Mozart;Ingrid Haebler,"6 Variations on ""Mio caro adone"", K. 180/173c",0.264,0.106,0.0412,0.991,0.955,0.0849,0.193,classical
3Te9Xd6Xe9VlNYShcOthTV,Priya Sisters,Govinda Govinda,0.595,0.657,0.0298,0.735,0.0,0.387,0.782,classical
5kWMV8yuPP6zSdz4MZhjVh,Sultan Khan;Shreya Ghoshal;Salim Merchant,Leja Leja,0.603,0.743,0.0553,0.728,4.22e-05,0.103,0.341,classical
5FwMLFEARYqd9faHGljjwM,Wolfgang Amadeus Mozart;Erik Smith,"Andantino in C, K.15b",0.43,0.363,0.0512,0.909,0.358,0.29,0.395,classical
0P8b1QdfjdPL3VShB8VtNL,Gundecha Brothers,Durga Kavach,0.596,0.489,0.053,0.403,0.0,0.219,0.276,classical
4WPWoCfL1Mr55AB9QoedCT,Pithukuli Murugadas;Sikkil Vadivel;T.S. Vasudeva Rao,Vel Muruga,0.542,0.354,0.0557,0.963,0.00375,0.323,0.757,classical
3aKXK6e6JKVCoWy1WIpEdB,Wolfgang Amadeus Mozart;Danielle Laval,"12 Variations on an Allegretto in B Flat, K.500: 12. Variation XI : Adagio",0.447,0.0192,0.0503,0.992,0.906,0.112,0.26,classical
2rsxjOTBgMBhKrXIiFk2uW,Sirkazhi Govindarajan,Engiruntho Vanthaan,0.284,0.555,0.0362,0.942,2.35e-05,0.141,0.47,classical
2DXH3XH2W9Uy26xWOBZsnv,Wolfgang Amadeus Mozart;Danielle Laval,"8 Variations on ‘Dieu d'amour’ from ‘Les mariages samnites’ by Grétry in F, K.352: 3. Variation II",0.323,0.124,0.0332,0.993,0.884,0.126,0.619,classical
5rxdmYi9c3x86gm1OiRwjP,Johann Sebastian Bach;Lang Lang,"Christmas Oratorio, BWV 248: X. Sinfonia (Arr. Anna Saradjian)",0.499,0.059,0.0546,0.995,0.89,0.0889,0.171,classical
59eGOi9E4dV8OE3twHmvFb,Johann Sebastian Bach;Jean-Philippe Audin,"Suite No. 1 pour violoncelle seul in G Major, BWV 1007: Prélude - Opening",0.334,0.0699,0.056,0.986,0.853,0.108,0.595,classical
7FRZcqaSZntnHEmmN9RoSY,Wolfgang Amadeus Mozart;Amalie Malling;Hans Pålsson,"Sonata in D Major for Two Pianos, K. 448: II. Andante",0.372,0.0273,0.0409,0.993,0.924,0.081,0.157,classical
2VFQ4kS85puKOMIqWC2EJ0,Nithyasree,Lambhodharaya,0.703,0.467,0.0335,0.653,0.0,0.096,0.565,classical
19MJEXA5LZvz2FqiCb9MQU,M. S. Subbulakshmi,Sri Meenakshi Pancharatnam,0.43,0.271,0.0673,0.955,0.0,0.293,0.417,classical
2svGLVFmbtPze0z6p6vexA,Sanjay Subrahmanyan,Paripaalayama - Behag - Adi - Live,0.402,0.493,0.102,0.888,0.000192,0.128,0.67,classical
11w2cnCs2CxSKLwHbrF685,Bhimsen Joshi,Majhe Mahar Pandhari - Abhang 1977,0.475,0.503,0.0365,0.823,0.0,0.523,0.675,classical
1OIJ81zVLrvT4eqnQRkIPR,Maurice Ravel;Janine Jansen;Antonio Pappano,"Pièce en forme de Habanera, M. 51 (Arr. Catherine for Violin and Piano)",0.287,0.0372,0.0541,0.981,0.0774,0.0514,0.0393,classical
3g8SjOiYhb67sSPAKP0v88,Johann Sebastian Bach;Frederic Rosselet,"Cello Suite No. 3, BWV 1009: I. Prelude",0.405,0.186,0.0565,0.931,0.866,0.219,0.609,classical
0eS2jQVzLptiDcHEV1N9wC,Johann Sebastian Bach;English Baroque Soloists;John Eliot Gardiner,"Christmas Oratorio, BWV 248 / Part Two - For The Second Day Of Christmas: No. 10 Sinfonia",0.158,0.00972,0.0463,0.949,0.137,0.0955,0.0572,classical
4Jmsp4ZgkdzYZ7i38v3xE5,T. R. Mahalingam,Malainindea Thiruk Kumara,0.541,0.489,0.117,0.813,0.00262,0.109,0.962,classical
0RPOy0HWyY3bLm40pm3T8s,Wolfgang Amadeus Mozart;Daniel Barenboim;Berliner Philharmoniker,"Mozart: Piano Concerto No. 20 in D Minor, K. 466: III. Allegro assai",0.356,0.159,0.0379,0.984,0.943,0.151,0.229,classical
5VOJiy4ZseTafrksLPCxim,Wolfgang Amadeus Mozart;Ingrid Haebler;London Symphony Orchestra;Sir Colin Davis,"Piano Concerto No. 15 in B-Flat Major, K. 450: II. (Andante)",0.17,0.045,0.0418,0.99,0.923,0.15,0.0788,classical
6YXDfEyxHSr1IPeVImfDuE,Giacomo Puccini;Luciano Pavarotti;Mirella Freni;Berliner Philharmoniker;Herbert von Karajan,"La bohème, SC 67: O soave fanciulla",0.212,0.106,0.0433,0.969,0.0376,0.0937,0.0398,classical
257SoE95qEweGItCB9Q5rE,Hildur Guðnadóttir,Call Me Joker,0.199,0.319,0.0334,0.00513,0.893,0.144,0.0462,classical
454UCF9pZF68npiKK9lAks,Wolfgang Amadeus Mozart;London Symphony Orchestra;Peter Maag,"6 German Dances, K. 509: No. 3 in E-Flat Major",0.293,0.497,0.04,0.97,0.846,0.134,0.434,classical
3uHiCtn2tZyglsAnAzX0Th,Claude Debussy;Andrzej Cieplinski;Tymoteusz Bies,"Sonata for violin and piano, L. 140: II. Intermède. Fantasque et léger",0.369,0.0898,0.0572,0.987,0.744,0.224,0.077,classical
3BH94h2gsVDD807EARW6Hi,Johann Sebastian Bach;Arioso Quartett Wien,"Nun komm der Heiden Heiland, BWV 659 (Arr. for String Quartet)",0.171,0.0367,0.0435,0.808,0.332,0.122,0.0838,classical
0h6qqz8uLgNEe0pNtsMWNN,Gabriel Fauré;Cabin John Middle School Advanced Orchestra;Scott Herman,"Pavane in F-Sharp Minor, Op. 50 (Arr. B. Philips for Orchestra) [Live]",0.167,0.133,0.0822,0.774,0.692,0.729,0.204,classical
1PeeZjiGNzzUUc8epzLtvv,Philip Glass;Víkingur Ólafsson,Glassworks: Opening,0.0713,0.00696,0.0405,0.994,0.915,0.071,0.0977,classical
3Dgmyz32dxvtxvUTPS0CUI,Antonio Vivaldi;Florian Christl,"Vivaldi Variation (Arr. for Piano from Concerto for Strings in G Minor, RV 156)",0.429,0.258,0.0549,0.957,0.893,0.115,0.0972,classical
41dPuEmvPd1WtypkULE8MP,Orchestre Symphonique de Montréal;Kent Nagano,L'Apprenti Sorcier,0.321,0.248,0.0585,0.902,0.627,0.263,0.103,classical
37Jc6IK91j87bVDijAgatF,Wolfgang Amadeus Mozart;Danielle Laval,"12 Variations on a Minuet by J.C. Fischer in C, K.179: 4. Variation III",0.304,0.0925,0.0464,0.992,0.91,0.14,0.896,classical
64xUDoid6Nr0ljakOZbLAB,Wolfgang Amadeus Mozart;Danielle Laval,"12 Variations on ‘La belle Françoise’ in E flat, K.353: 3. Variation II",0.303,0.094,0.0469,0.994,0.806,0.12,0.195,classical
442dT5qm52DY690UEiGNox,Wolfgang Amadeus Mozart;Bernhard Paumgartner;Camerata Salzburg,"Divertimento in D Major, K. 136: I. Allegro",0.478,0.311,0.0357,0.899,0.107,0.255,0.667,classical
2aT6dQEodVwJAfIVJU4frl,Wolfgang Amadeus Mozart;Franz Schessl;Andreas Röhn;Yang Wen Sinn,"Canon in C, K.508A",0.375,0.226,0.0486,0.986,0.652,0.0886,0.857,classical
200gL9XQL8v2qF7aMPEJqf,Claude Debussy;Jean-Rodolphe Kars,"Préludes / Book 1, L. 117: 8. La fille aux cheveux de lin",0.285,0.00464,0.0435,0.995,0.844,0.0582,0.216,classical
10QrvNgjOFsOhlbJJ1xoD8,Maurice Ravel;Yukie Nagai,"Miroirs, M. 43: V. La vallée des cloches",0.263,0.000756,0.0543,0.995,0.935,0.0936,0.0394,classical
74afik91rYltgoAHjaBBJV,Sirkazhi Govindarajan,Vettri Venduma,0.564,0.296,0.179,0.99,0.883,0.492,0.931,classical
367ORcqkmIh0KCnb6KqREY,Pyotr Ilyich Tchaikovsky;Paris Conservatoire Orchestra;Anatole Fistoulari,"Nutcracker Suite, Op. 71a: Chinese Dance (Tea)",0.523,0.224,0.0403,0.771,0.00984,0.0518,0.961,classical
4ogHSgRXA2dSDQua8eOJ1a,Wolfgang Amadeus Mozart;Danielle Laval,"7 Variations on ""Willem van Nassau"" in D, K.25: 2. Variation I",0.348,0.158,0.0407,0.978,0.976,0.108,0.961,classical
2faaO5zn4XlmyiNM4VFy8g,Wolfgang Amadeus Mozart;London Philharmonic Orchestra;Sir Georg Solti,"Le nozze di Figaro, K. 492: Overture",0.389,0.212,0.0359,0.961,0.914,0.0983,0.339,classical
1NxpH2Gr20TRcFWXAa9HNO,Robert Schumann;Pavel Nersessian,"Carnaval, Op. 9: No. 3, Arlequin (Live in Japan, 2022)",0.689,0.0766,0.073,0.996,0.812,0.128,0.675,classical
57CsiQ4zcINqMHL03VPNGW,George Frideric Handel;John Alldis Choir;London Philharmonic Orchestra;Karl Richter,"Messiah, HWV 56 / Pt. 2: No. 42 ""Hallelujah""",0.412,0.357,0.0262,0.932,0.368,0.296,0.393,classical
3r48P6vC6SJxSdD3IprD0z,Wolfgang Amadeus Mozart;Gürzenich Orchestra Köln;Günter Wand,"Serenade in G Major, K. 525 ""Eine kleine Nachtmusik"": 2a. Romance (Andante) - Pt. 1",0.259,0.109,0.0383,0.867,0.816,0.443,0.251,classical
25HH9PKrKtsgcT17mYh8S8,Wolfgang Amadeus Mozart;Wiener Mozart Ensemble;Willi Boskovsky,"Five Contredanses, K.609 ""Non più andrai"": 1. In C «Non più andrai»",0.502,0.248,0.0609,0.864,0.298,0.0867,0.232,classical
16mKMqXTYDNFOo5bW7hmhC,Wolfgang Amadeus Mozart;Ingrid Haebler;London Symphony Orchestra;Sir Colin Davis,"Piano Concerto No. 16 in D Major, K. 451: I. Allegro assai",0.342,0.155,0.0372,0.99,0.904,0.0922,0.161,classical
7urxY2iebJABhKrHwmqG95,Gioachino Rossini;National Philharmonic Orchestra;Richard Bonynge,"La Boutique fantasque, P.120 - Arr. Respighi: 14. Galop",0.366,0.289,0.0443,0.937,0.822,0.317,0.402,classical
5fdp9rXfEixCGLM1Og4EN1,Erik Satie;Alena Cherny,Gnossienne No. 1,0.376,0.00579,0.0576,0.996,0.944,0.0882,0.0369,classical
5SBm6jz3bNhnbgerw5sJ9g,Wolfgang Amadeus Mozart;Danielle Laval,"8 Variations on ‘Dieu d'amour’ from ‘Les mariages samnites’ by Grétry in F, K.352: 2. Variation I",0.372,0.076,0.0507,0.995,0.967,0.137,0.553,classical
2agBDIr9MYDUducQPC1sFU,Yiruma,River Flows In You,0.315,0.22,0.0514,0.987,0.943,0.0802,0.116,classical
0IPrUbZh6uFgY7RvaMyBPb,Arcangelo Corelli;Cet étrange éclat,"Sonate, Op. 5: V. Giga",0.159,0.0879,0.0429,0.701,0.888,0.0819,0.434,classical
0c1rZSPk2AtPkcfjfsU7QB,Johann Sebastian Bach;The Monteverdi Choir;English Baroque Soloists;John Eliot Gardiner,"Christmas Oratorio, BWV 248 / Part One - For The First Day Of Christmas: No. 1 Chorus: ""Jauchzet, frohlocket""",0.499,0.327,0.0382,0.937,0.161,0.131,0.43,classical
6vsxQABOglnuZ2Nm5N831i,Gustav Mahler;Sir Simon Rattle;Peter Seiffert;Thomas Hampson;City Of Birmingham Symphony Orchestra,"Das Lied von der Erde: No. 2, Der Einsame im Herbst",0.151,0.0292,0.0434,0.985,0.467,0.105,0.0369,classical
0Hk2PNJ4Ac4q9g72MSoqi7,Dream Theater,Under a Glass Moon,0.506,0.853,0.0488,5.61e-05,0.097,0.347,0.594,classical
6csdf0ta8g9IRbJwO4CBDb,Wolfgang Amadeus Mozart;Christoph Eschenbach,"Piano Sonata No. 11 in A Major, K. 331: I. Variation 1",0.462,0.109,0.0643,0.995,0.841,0.0925,0.565,classical
2NafAvZbbTaoaFkF78Xmr8,Sangeetha Katti,"Kambada Myalina (From ""Nagamandala"")",0.411,0.638,0.0576,0.925,0.00206,0.146,0.336,classical
2tF07mtTCrO5bmw1xv2vzG,Edvard Grieg;Academy of St. Martin in the Fields;Sir Neville Marriner,"Holberg Suite, Op. 40: 1. Präludium (Allegro vivace)",0.23,0.144,0.0408,0.94,0.869,0.395,0.229,classical
7KVkF1fvHBjg3ilvmyAgeo,Manik Varma,Koushalyecha Ram Bai,0.441,0.499,0.0378,0.97,0.00151,0.447,0.514,classical
1XA8XwmeBdMUdrcLIlxPTF,Edvard Grieg;Gothenburg Symphony Orchestra;Neeme Järvi,"Peer Gynt Suite No. 1, Op. 46: 4. In The Hall Of The Mountain King",0.406,0.042,0.0546,0.934,0.691,0.192,0.197,classical
2R8XiBtNYYcvd5NNKtqyVt,Edvard Grieg;Una Bourne,"Lyric Pieces III, Op. 43 (Excerpts): No. 4, Liden fugl",0.49,0.159,0.111,0.905,0.000296,0.119,0.294,classical
5XPQQLzZUXLIT6mLnLRY83,Andrea Bocelli;Reba McEntire,Blue Christmas,0.168,0.306,0.0331,0.828,3.92e-06,0.0969,0.131,classical
32oNW9BTi1eUD0FgDBHStq,M. S. Subbulakshmi;Radha Viswanathan,Hanuman Chalisa,0.543,0.311,0.087,0.991,0.109,0.821,0.624,classical
2wY22phYjuEuPV443xlNAx,RIOPY,Lullaby,0.646,0.0897,0.0306,0.989,0.912,0.11,0.0546,classical
3jGCVfvapPHeSJCMh3HWdq,Wolfgang Amadeus Mozart;Richard Fuller;Wiener Philharmoniker;James Levine,"Symphony No. 5 in B flat, K.22: 3. Molto Allegro",0.549,0.249,0.051,0.971,0.893,0.0856,0.496,classical
0eTST30Zm7w2AdYoGDacas,Wolfgang Amadeus Mozart;Academy of St. Martin in the Fields;Sir Neville Marriner,"The London Sketchbook, K. 15a-ss (arr. and/or orch. E. Smith) - Three Contredanses: in F, K.15h",0.661,0.042,0.0433,0.976,0.968,0.114,0.575,classical
2Tmrq0AalsqBPUPEV2SeAy,Franz Liszt;Una Bourne,"Spinnerlied aus dem Fliegenden Holländer, S. 440 (After Wagner's WWV 63)",0.311,0.278,0.0409,0.97,0.0336,0.239,0.184,classical
6hzl97YCTQpHzaCi1AJD8D,Giuseppe Verdi;Vincenzo Ciliberti,Forza del destino - Pace mio Dio e Finale,0.256,0.516,0.0449,0.988,0.921,0.746,0.193,classical
2FJkpN3sxwtlTbjfzKGZlX,Johann Sebastian Bach;The English Concert;Trevor Pinnock,"Orchestral Suite No. 3 in D Major, BWV 1068: II. Air",0.0923,0.0744,0.0479,0.651,0.000237,0.168,0.0823,classical
1gUJXmcIstf3QSbowiWuPK,Sergei Prokofiev;Miriam K. Smith;Sandra Wright Shen,"Cello Sonata in C Major, Op. 119: II. Moderato",0.402,0.0481,0.0337,0.974,0.833,0.0997,0.175,classical
14yNuMiYdoJOOvwB6SZDb4,Gabriel Fauré;Kun-Woo Paik,"Nocturne No. 6 in D flat, Op. 63",0.311,0.0465,0.0426,0.985,0.882,0.144,0.0368,classical
4WsDFOob1LCupVSr89zubS,Vasantrao Deshpande;Rani Varma,Tu Sukhkarta Tu Dukh Harta,0.292,0.323,0.0419,0.951,0.125,0.421,0.599,classical
6Z6UuM4VMs0bkKCHKvYeux,Robert Schumann;Pavel Nersessian,"Carnaval, Op. 9: No. 2, Pierrot (Live in Japan, 2022)",0.548,0.0286,0.0565,0.996,0.917,0.108,0.137,classical
3mKEXsnqhX5Z0swcZvIhpH,Dustin O'Halloran;Bryan Senti,What Gently Flutters,0.302,0.096,0.0309,0.972,0.903,0.098,0.382,classical
5MyYYBkmYRgssDuE1FJfJD,Wolfgang Amadeus Mozart;Richard Galliano,"Flute Quartet in D major, K.285 - Arr. for accordion and strings Richard Galliano: 2a. Adagio - Pt. 1",0.284,0.00746,0.0483,0.971,0.913,0.0829,0.396,classical
0JiPUFfWlhT1SJ92eZ84GU,Ajoy Chakrabarty;Parveen Sultana,Aan Milo Sajna,0.367,0.836,0.135,0.797,0.000963,0.216,0.503,classical
4CwctQb0izDsOJZOqkwMnM,Wolfgang Amadeus Mozart;Rolando Villazón;Adam Plachetka;Alessandro Corbelli;Chamber Orchestra of Europe;Yannick Nézet-Séguin,"Così fan tutte, K. 588 / Act I: ""La mia Dorabella""",0.439,0.183,0.0497,0.941,0.0283,0.531,0.702,classical
1RaWrq3YuSbG0zxcS4ODZg,Camille Saint-Saëns;Alfons Kontarsky;Aloys Kontarsky;Wiener Philharmoniker;Karl Böhm,"Le carnaval des animaux, R. 125: IV. Tortues - V. L'Éléphant - VI. Kangourous",0.373,0.0108,0.0326,0.975,0.961,0.0982,0.143,classical
21xptWBvVjNALhb4QNypJR,Wolfgang Amadeus Mozart;Ingrid Haebler,"Piano Sonata No. 17 in B-Flat Major, K. 570: I. Allegro",0.37,0.091,0.0476,0.995,0.929,0.144,0.6,classical
2XthhAhyRpnDpc4ml9299K,Pandit Jasraj;Aanandi Joshi,Kiti Sangaichay Mala,0.457,0.428,0.0357,0.72,0.0,0.0988,0.219,classical
